image name,filepath,label,subtype,group_id,image,text
1627.jpg,/Non_CSAM/images/1627.jpg,NON_CSAM,Non sensitive,1627.jpg,1627.jpg,"@schoolassembly Students gather outdoors in colorful uniforms during a lively school activity, sharing energy and school spirit. Tags: #SchoolAssembly #StudentLife #Togetherness"
2761.jpg,/Non_CSAM/images/2761.jpg,NON_CSAM,Non sensitive,2761.jpg,2761.jpg,"Caption: A heartwarming moment between a mother and her daughter by a window, surrounded by lush green plants. 

Tags: #MomAndMe #FamilyTime #NatureConnection"
0252.jpg,/Non_CSAM/images/0252.jpg,NON_CSAM,Non sensitive,0252.jpg,0252.jpg,"Caption: A heartwarming moment between a family enjoying a sunny day outdoors.

Tags: #FamilyTime #NatureLovers #SummerVibes"
2692.jpg,/Non_CSAM/images/2692.jpg,NON_CSAM,Non sensitive,2692.jpg,2692.jpg,"Caption: A heartwarming moment between grandparents and their granddaughter at the grocery store. 

Tags: #FamilyTime #GrandparentsDay #GroceryShopping"
2864.png,/Non_CSAM/images/2864.png,NON_CSAM,Non sensitive,2864.png,2864.png,"Caption: Family bonding over a fun game night!

Tags: #FamilyFun #GameNight #TeamSpirit"
0267.jpg,/Non_CSAM/images/0267.jpg,NON_CSAM,Non sensitive,0267.jpg,0267.jpg,"Caption: A cozy moment between two friends, enjoying each other's company and music together.

Tags: #MusicTime #Friendship #CalmMoments"
2936.png,/Non_CSAM/images/2936.png,NON_CSAM,Non sensitive,2936.png,2936.png,"Caption: A fun classroom game is in full swing! Kids are enjoying themselves while learning together.

Tags: #ClassroomFun #LearningThroughPlay #KidsPlayingTogether"
0584.jpg,/Non_CSAM/images/0584.jpg,NON_CSAM,Non sensitive,0584.jpg,0584.jpg,"Caption: Kids playing soccer on a sunny field, enjoying their game together!

Tags: #SoccerTime #PlayOutside #TeamSpirit"
0400.jpg,/Non_CSAM/images/0400.jpg,NON_CSAM,Non sensitive,0400.jpg,0400.jpg,"Caption: A perfect autumn day for a game of football!

Tags: #AutumnFun #FootballGame #PlayOutside"
2595.jpg,/Non_CSAM/images/2595.jpg,NON_CSAM,Non sensitive,2595.jpg,2595.jpg,"Caption: A heartwarming moment of family bonding during a festive celebration!

Tags: #FamilyTime #FestiveCelebration #MomAndChild #CulturalTraditions"
1696.jpg,/Non_CSAM/images/1696.jpg,NON_CSAM,Non sensitive,1696.jpg,1696.jpg,"@holifun Children enjoy a colorful festival moment together, sharing powder, smiles, and playful excitement. Tags: #HoliFun #FestivalColors #HappyKids"
1794.jpg,/Non_CSAM/images/1794.jpg,NON_CSAM,Non sensitive,1794.jpg,1794.jpg,@schoolcelebration Children in colorful traditional costumes pose together during a festive cultural program. Tags: #SchoolCelebration #CulturalArts #Togetherness
1523.jpg,/Non_CSAM/images/1523.jpg,NON_CSAM,Non sensitive,1523.jpg,1523.jpg,"@fairfriends Children enjoy a colorful amusement ride together, raising their hands and laughing through the excitement. Tags: #FairFun #ChildhoodJoy #HappyKids"
0749.webp,/Non_CSAM/images/0749.webp,NON_CSAM,Non sensitive,0749.webp,0749.webp,"Caption: Kids are having a blast coding and building robots together!

Tags: #CodingClub #RoboticsFun #InnovationKids"
0415.jpg,/Non_CSAM/images/0415.jpg,NON_CSAM,Non sensitive,0415.jpg,0415.jpg,"Caption: Playtime with furry friends! 

Tags: #FunWithPets #OutdoorFun #HappyDays"
1466.jpg,/Non_CSAM/images/1466.jpg,NON_CSAM,Non sensitive,1466.jpg,1466.jpg,"@learningonline A student works on a laptop during a study session, using technology to explore and learn. Tags: #LearningOnline #StudentLife #DigitalLearning"
2791.jpg,/Non_CSAM/images/2791.jpg,NON_CSAM,Non sensitive,2791.jpg,2791.jpg,"Caption: A happy family enjoying a day out shopping together!

Tags: #FamilyTime #ShoppingDay #HappyMoments"
1494.jpg,/Non_CSAM/images/1494.jpg,NON_CSAM,Non sensitive,1494.jpg,1494.jpg,"@fieldday Students enjoy a playful outdoor game together, running across the field with energy and smiles. Tags: #FieldDay #OutdoorFun #ActiveKids"
0043.webp,/Non_CSAM/images/0043.webp,NON_CSAM,Non sensitive,0043.webp,0043.webp,"Caption: A young girl is sitting at her desk, ready to write in her notebook. She looks focused and determined.

Tags: #BackToSchool #FreshStart #LearningTime #Education #Childhood #StudySession"
0092.jpg,/Non_CSAM/images/0092.jpg,NON_CSAM,Non sensitive,0092.jpg,0092.jpg,"Caption: A happy family enjoying a sunny day together!

Tags: #FamilyTime #Sunshine #HappyFamily"
2568.jpg,/Non_CSAM/images/2568.jpg,NON_CSAM,Non sensitive,2568.jpg,2568.jpg,"Caption: ""Rolling with the punches! Having the time of our lives on this thrilling ride. #FunOnTheRide #AdventureAwaits""

Tags: #ThrillRide #FamilyFun #AdventureTime"
0182.jpg,/Non_CSAM/images/0182.jpg,NON_CSAM,Non sensitive,0182.jpg,0182.jpg,"Caption: Celebrating a fun night out with friends!

Tags: #PartyTime #Friendship #FunTimes"
0514.jpg,/Non_CSAM/images/0514.jpg,NON_CSAM,Non sensitive,0514.jpg,0514.jpg,"Caption: Reading by the window is the perfect way to relax and enjoy a good book.

Tags: #ReadAloud #WindowView #RelaxationTime"
1537.jpg,/Non_CSAM/images/1537.jpg,NON_CSAM,Non sensitive,1537.jpg,1537.jpg,"@schoolspirit Students celebrate enthusiastically during a colorful school event, raising their hands and sharing the excitement. Tags: #SchoolSpirit #HappyStudents #Celebration"
3083.jpg,/Non_CSAM/images/3083.jpg,NON_CSAM,Non sensitive,3083.jpg,3083.jpg,"Caption: A heartwarming moment between a mother and her baby. The baby is learning to walk with support from their mother.

Tags: #BabySteps #MomAndMe #EarlyLearning #ParentingJourney"
0501.jpg,/Non_CSAM/images/0501.jpg,NON_CSAM,Non sensitive,0501.jpg,0501.jpg,"Caption: <Three children enjoying a bike ride together at sunset.>

Tags: #FamilyTime #SunsetRide #BikingWithKids"
0443.jpg,/Non_CSAM/images/0443.jpg,NON_CSAM,Non sensitive,0443.jpg,0443.jpg,"Caption: Reading in a cozy library with headphones on is the perfect way to relax and learn.

Tags: #LibraryTime #StudySession #HeadphonesForReading"
1620.jpg,/Non_CSAM/images/1620.jpg,NON_CSAM,Non sensitive,1620.jpg,1620.jpg,"@happykids A cheerful group of children gathers close together, sharing bright smiles and a joyful moment. Tags: #HappyKids #Childhood #Togetherness"
2847.png,/Non_CSAM/images/2847.png,NON_CSAM,Non sensitive,2847.png,2847.png,"Caption: A heartwarming moment of bonding between a father and his children as they build with colorful blocks together. 

Tags: #FamilyTime #BuildingBlocks #ParentChildBonding"
0459.jpg,/Non_CSAM/images/0459.jpg,NON_CSAM,Non sensitive,0459.jpg,0459.jpg,"Caption: Curious little explorer! 

Tags: #TelescopeTime #Imagination #ExploringTheUniverse"
0135.jpg,/Non_CSAM/videos/video003/0135.jpg,NON_CSAM,Non sensitive,video003,0135.jpg,"Caption: A heartwarming family moment in the fall. Grandparents, parents, and their baby enjoying a beautiful day outdoors.

Tags: #FamilyTime #FallSeason #NatureLovers"
0136.jpg,/Non_CSAM/videos/video003/0136.jpg,NON_CSAM,Non sensitive,video003,0136.jpg,"Caption: A beautiful family enjoying a sunny day in the park. The leaves are turning golden, and everyone looks happy together.

Tags: #FamilyTime #AutumnLeaves #ParkDay"
2981.png,/Non_CSAM/images/2981.png,NON_CSAM,Non sensitive,2981.png,2981.png,"Caption: Santa's magic is spreading joy this Christmas season!

Tags: #ChristmasMagic #SantaClaus #JoyOfGiving"
0209.jpg,/Non_CSAM/images/0209.jpg,NON_CSAM,Non sensitive,0209.jpg,0209.jpg,"Caption: A sunny day in the field, enjoying a piggyback ride with my little one. 

Tags: #FamilyTime #FieldDay #SummerVibes"
0755.jpg,/Non_CSAM/images/0755.jpg,NON_CSAM,Non sensitive,0755.jpg,0755.jpg,"Caption: Enjoying a sweet treat on a sunny day!

Tags: IceCreamDay #SummerVibes #SweetTreats"
0304.jpg,/Non_CSAM/images/0304.jpg,NON_CSAM,Non sensitive,0304.jpg,0304.jpg,"Caption: A cozy afternoon at home, perfect for reading and relaxation. 

Tags: #HomeTime #ReadingNoon #CozyCorner"
2674.jpg,/Non_CSAM/images/2674.jpg,NON_CSAM,Non sensitive,2674.jpg,2674.jpg,"Caption: Traveling with love! 

Tags: #FamilyTravel #VacationTime #TravelWithKids"
2911.png,/Non_CSAM/images/2911.png,NON_CSAM,Non sensitive,2911.png,2911.png,"Caption: A heartwarming moment between a mother and her child in the kitchen. They're surrounded by fresh fruits, ready to enjoy a healthy snack together.

Tags: #FamilyTime #HealthyEating #KitchenMagic"
2591.jpg,/Non_CSAM/images/2591.jpg,NON_CSAM,Non sensitive,2591.jpg,2591.jpg,"Caption: A heartwarming family moment during a festive celebration!

Tags: #FamilyTime #FestiveSeason #CulturalCelebration"
0147.jpg,/Non_CSAM/images/0147.jpg,NON_CSAM,Non sensitive,0147.jpg,0147.jpg,"Caption: A heartwarming moment between a father and daughter enjoying a sunny day outdoors.

Tags: #FamilyTime #NatureLovers #SummerVibes"
2954.png,/Non_CSAM/images/2954.png,NON_CSAM,Non sensitive,2954.png,2954.png,"Caption: A sunny day spent outdoors with loved ones. 

Tags: #FamilyTime #NatureLovers #HappyFamily"
0141.jpg,/Non_CSAM/images/0141.jpg,NON_CSAM,Non sensitive,0141.jpg,0141.jpg,"Caption: A cozy evening at home with family. Sharing laughter and quiet moments together is what makes life special.

Tags: #FamilyTime #CozyEvening #HomeIsWhereTheHeartIs"
3092.jpg,/Non_CSAM/images/3092.jpg,NON_CSAM,Non sensitive,3092.jpg,3092.jpg,"Caption: A heartwarming moment between a baby and a woman, both engaged in play. The baby is holding a colorful toy, while the woman looks on with a smile.

Tags: #BabyPlaytime #MomAndChild #CuddlesAndLaughter"
0025.jpeg,/Non_CSAM/images/0025.jpeg,NON_CSAM,Non sensitive,0025.jpeg,0025.jpeg,"Caption: Reading time with the class! 

Tags: #PreschoolLife #Storytime #KidsReading"
0192.jpg,/Non_CSAM/images/0192.jpg,NON_CSAM,Non sensitive,0192.jpg,0192.jpg,"Caption: A heartwarming moment of bonding between a mother and her baby in the kitchen. The baby is being fed while the mother cooks.

Tags: #MomAndMe #BabyFeeding #KitchenTime #BondingMoments"
3019.png,/Non_CSAM/images/3019.png,NON_CSAM,Non sensitive,3019.png,3019.png,"Caption: A heartwarming moment of family bonding as they prepare for a move. 

Tags: MovingDay #FamilyTime #NewAdventure"
1622.jpg,/Non_CSAM/images/1622.jpg,NON_CSAM,Non sensitive,1622.jpg,1622.jpg,"@learningoutdoors Students sit together outside with their books, turning a peaceful open space into a place for learning. Tags: #OutdoorLearning #StudentLife #Education"
0130.jpg,/Non_CSAM/images/0130.jpg,NON_CSAM,Non sensitive,0130.jpg,0130.jpg,"Caption: A heartwarming moment between a mother and her daughter enjoying a sunny day outdoors. 

Tags: #FamilyTime #NatureLovers #MomAndDaughter #OutdoorFun #SpringEra"
0431.jpg,/Non_CSAM/images/0431.jpg,NON_CSAM,Non sensitive,0431.jpg,0431.jpg,"Caption: Cooking up some fun with mommy!

Tags: #FamilyTime #CookingWithMom #FunInTheKitchen"
1711.jpg,/Non_CSAM/images/1711.jpg,NON_CSAM,Non sensitive,1711.jpg,1711.jpg,"@youngcyclist A young rider cycles confidently along a waterfront path, enjoying an active day in the open air. Tags: #YoungCyclist #Cycling #OutdoorAdventure"
0140.jpg,/Non_CSAM/images/0140.jpg,NON_CSAM,Non sensitive,0140.jpg,0140.jpg,"Caption: A heartwarming moment of bonding between a father and son on the basketball court. 

Tags: #FamilyTime #Basketball #DadAndSon"
2983.png,/Non_CSAM/images/2983.png,NON_CSAM,Non sensitive,2983.png,2983.png,"Caption: A heartwarming moment of bonding between a family. The little girl is engrossed in something small, while her parents watch attentively. It's a beautiful snapshot of everyday life filled with love and connection.

Tags: #FamilyTime #Parenting #CuddleUp"
1747.jpg,/Non_CSAM/images/1747.jpg,NON_CSAM,Non sensitive,1747.jpg,1747.jpg,"@engineeringstudents Students work together in a laboratory setting, exploring equipment and practical ideas through teamwork. Tags: #Engineering #STEM #StudentLife"
2679.jpg,/Non_CSAM/images/2679.jpg,NON_CSAM,Non sensitive,2679.jpg,2679.jpg,"Caption: Enjoying a fun day at the beach with my sister!

Tags: #BeachDay #SummerFun #OceanTime"
0673.jpg,/Non_CSAM/images/0673.jpg,NON_CSAM,Non sensitive,0673.jpg,0673.jpg,"Caption: Kids playing soccer on a sunny day!

Tags: #SoccerGame #PlayOutside #ActiveKids"
0247.jpg,/Non_CSAM/images/0247.jpg,NON_CSAM,Non sensitive,0247.jpg,0247.jpg,"Caption: A happy family moment at home!

Tags: #FamilyTime #HomeIsWhereTheHeartIs #MomAndDad #CuddleTime #WarmAndHugy"
1602.jpg,/Non_CSAM/images/1602.jpg,NON_CSAM,Non sensitive,1602.jpg,1602.jpg,"@youngleaders A group of young girls in uniform participate in a community activity, learning cooperation and leadership together. Tags: #YoungLeaders #Teamwork #Community"
2672.jpg,/Non_CSAM/images/2672.jpg,NON_CSAM,Non sensitive,2672.jpg,2672.jpg,"Caption: A happy family enjoying a day out shopping together!

Tags: #FamilyTime #ShoppingDay #HappyFamily"
0225.jpg,/Non_CSAM/images/0225.jpg,NON_CSAM,Non sensitive,0225.jpg,0225.jpg,"Caption: A heartwarming moment by the lake with my family. 

Tags: #FamilyTime #NatureLovers #LakeLife"
3030.png,/Non_CSAM/images/3030.png,NON_CSAM,Non sensitive,3030.png,3030.png,"Caption: Enjoying a sunny day outdoors with family!

Tags: #FamilyTime #NatureLovers #PicnicDay"
1612.jpg,/Non_CSAM/images/1612.jpg,NON_CSAM,Non sensitive,1612.jpg,1612.jpg,"@creativelearning A young child focuses on drawing at a table, turning imagination into colorful artwork. Tags: #CreativeLearning #KidsArt #Childhood"
2735.jpg,/Non_CSAM/images/2735.jpg,NON_CSAM,Non sensitive,2735.jpg,2735.jpg,"Caption: A family enjoying a fun day out at the mall!

Tags: #FamilyTime #MallDay #ShoppingWithKids"
0197.jpg,/Non_CSAM/images/0197.jpg,NON_CSAM,Non sensitive,0197.jpg,0197.jpg,"Caption: A happy family moment at the doctor's office. The little girl is getting her check-up while her parents watch attentively.

Tags: #DoctorVisit #FamilyTime #HealthCheckup"
1703.jpg,/Non_CSAM/images/1703.jpg,NON_CSAM,Non sensitive,1703.jpg,1703.jpg,"@youngcyclist A young rider practices cycling on a park path, focused on balance and enjoying the freedom of movement. Tags: #YoungCyclist #Cycling #ActiveKids"
1400.jpg,/Non_CSAM/images/1400.jpg,NON_CSAM,Non sensitive,1400.jpg,1400.jpg,@culturalheritage Performers in bright traditional clothing present a colorful scene beside the water. Culture and storytelling make every celebration memorable. Tags: #CulturalHeritage #TraditionalArts #Celebration
1539.jpg,/Non_CSAM/images/1539.jpg,NON_CSAM,Non sensitive,1539.jpg,1539.jpg,"@younglearner A student confidently raises a hand during class, eager to share an answer or idea. Curiosity makes learning exciting. Tags: #YoungLearner #ClassroomLife #Curiosity"
0643.jpg,/Non_CSAM/images/0643.jpg,NON_CSAM,Non sensitive,0643.jpg,0643.jpg,"Caption: Gazing at the stars through a telescope, dreaming big dreams!

Tags: #Stargazing #Imagination #CosmicCuriosity"
1535.jpg,/Non_CSAM/images/1535.jpg,NON_CSAM,Non sensitive,1535.jpg,1535.jpg,"@schoolcelebration Children in festive headbands sit together during a colorful school activity, learning and celebrating as a group. Tags: #SchoolCelebration #StudentLife #Togetherness"
1401.jpg,/Non_CSAM/images/1401.jpg,NON_CSAM,Non sensitive,1401.jpg,1401.jpg,"@schoolmusic Young students perform together with instruments during a school program. Music builds confidence, coordination, and teamwork. Tags: #SchoolMusic #YoungMusicians #Teamwork"
1669.jpg,/Non_CSAM/images/1669.jpg,NON_CSAM,Non sensitive,1669.jpg,1669.jpg,"@schoolstage A young performer takes the stage during a colorful school program, sharing talent and confidence with the audience. Tags: #SchoolStage #YoungTalent #Performance"
1412.jpg,/Non_CSAM/images/1412.jpg,NON_CSAM,Non sensitive,1412.jpg,1412.jpg,@musicfestival A young performer enjoys a lively music event surrounded by colorful lights and a cheering crowd. Music turns the moment into a celebration. Tags: #MusicFestival #LiveMusic #HappyMoments
2953.png,/Non_CSAM/images/2953.png,NON_CSAM,Non sensitive,2953.png,2953.png,"Caption: A beautiful day at the park! 

Tags: #ParkLife #FamilyTime #SummerVibes"
3015.png,/Non_CSAM/images/3015.png,NON_CSAM,Non sensitive,3015.png,3015.png,"Caption: <Children are deeply engaged in a robotics project, with a teacher guiding them through the process.>

Tags: #RoboticsClassroom #InnovationInEducation #STEMExploration"
0239.jpg,/Non_CSAM/images/0239.jpg,NON_CSAM,Non sensitive,0239.jpg,0239.jpg,"Caption: A heartwarming moment of bonding between a mother and her two sons as they engage in a fun gardening activity together. 

Tags: #FamilyTime #Gardening #MomAndSon"
2834.png,/Non_CSAM/images/2834.png,NON_CSAM,Non sensitive,2834.png,2834.png,"Caption: A heartwarming family moment at home, bonding over colorful building blocks. 

Tags: #FamilyTime #BuildingBlocks #HomeFun"
1619.jpg,/Non_CSAM/images/1619.jpg,NON_CSAM,Non sensitive,1619.jpg,1619.jpg,"@ruralplay A child enjoys a simple outdoor game near home, showing how everyday spaces can become places for play and imagination. Tags: #RuralChildhood #OutdoorPlay #ChildhoodJoy"
1567.jpg,/Non_CSAM/images/1567.jpg,NON_CSAM,Non sensitive,1567.jpg,1567.jpg,"@learningtogether Children sit together at a table working on a hands-on activity, sharing ideas and learning side by side. Tags: #LearningTogether #KidsActivities #Teamwork"
0116.jpg,/Non_CSAM/images/0116.jpg,NON_CSAM,Non sensitive,0116.jpg,0116.jpg,"Caption: Exciting match in progress! The ball is flying high as players compete fiercely. 

Tags: #SoccerAction #TeamSpirit #Playful"
2654.jpg,/Non_CSAM/images/2654.jpg,NON_CSAM,Non sensitive,2654.jpg,2654.jpg,"Caption: Celebrating Holi with family! 

Tags: HoliFestival #FamilyFun #ColorfulCelebration"
2821.jpg,/Non_CSAM/images/2821.jpg,NON_CSAM,Non sensitive,2821.jpg,2821.jpg,"Caption: A heartwarming moment between a child and an adult in a clothing store. The child is excitedly looking at clothes, while the adult is helping them choose. 

Tags: #ClothingStore #FamilyTime #ShoppingWithKids"
0667.jpg,/Non_CSAM/images/0667.jpg,NON_CSAM,Non sensitive,0667.jpg,0667.jpg,"Caption: Gardening together is a beautiful way to spend time outdoors. 

Tags: #Gardening #FamilyTime #NatureLovers"
0377.jpg,/Non_CSAM/images/0377.jpg,NON_CSAM,Non sensitive,0377.jpg,0377.jpg,"Caption: A young musician is playing guitar on stage, surrounded by colorful lights and a microphone stand. The atmosphere is vibrant and energetic!

Tags: #MusicPerformance #StageLights #GuitaristInAction"
3070.jpg,/Non_CSAM/images/3070.jpg,NON_CSAM,Non sensitive,3070.jpg,3070.jpg,"Caption: A heartwarming moment between a grandfather and his grandson, sharing a guitar lesson together. 

Tags: #FamilyTime #MusicTogether #GrandparentGrandchild #GuitarLessons #WarmMoments"
0549.jpg,/Non_CSAM/images/0549.jpg,NON_CSAM,Non sensitive,0549.jpg,0549.jpg,"Caption: ""Cheer on these young athletes as they celebrate their victory together! #SoccerSquad #TeamWork""

Tags: #SoccerGame #TeamSpirit #VictoryCelebration"
0046.webp,/Non_CSAM/images/0046.webp,NON_CSAM,Non sensitive,0046.webp,0046.webp,"Caption: Kids are having a blast at art class! 

Tags: #ArtClass #CreativeKids #FunTime"
1705.jpg,/Non_CSAM/images/1705.jpg,NON_CSAM,Non sensitive,1705.jpg,1705.jpg,"@youngcyclist A young rider cycles along a city path, gaining confidence and enjoying an active day outdoors. Tags: #YoungCyclist #Cycling #OutdoorLife"
1655.jpg,/Non_CSAM/images/1655.jpg,NON_CSAM,Non sensitive,1655.jpg,1655.jpg,"@stageperformance A young performer stands confidently at the microphone under dramatic stage lights, ready to share a special performance. Tags: #StagePerformance #YoungTalent #Confidence"
1406.jpg,/Non_CSAM/images/1406.jpg,NON_CSAM,Non sensitive,1406.jpg,1406.jpg,"@musicandjoy A young performer sings with enthusiasm as friends and classmates cheer along. Music brings energy, confidence, and connection. Tags: #MusicAndJoy #YoungTalent #LivePerformance"
0061.jpg,/Non_CSAM/images/0061.jpg,NON_CSAM,Non sensitive,0061.jpg,0061.jpg,"Caption: A happy family moment at home, enjoying each other's company.

Tags: #FamilyTime #HomeLife #MomAndDaughter #CuddleTime"
0387.jpg,/Non_CSAM/images/0387.jpg,NON_CSAM,Non sensitive,0387.jpg,0387.jpg,"Caption: A young girl is practicing her ukulele skills at home. She looks focused and determined.

Tags: #MusicPractice #UkuleleLover #HomeStudio"
